1.846851676378047369e-01,-9.102764890931154262e-01,-7.594317123089557864e-01,-6.627741758761573898e-01,4.722277111772572589e-01,-1.000000000000000000e+00,1.520181815351371313e-01,3.827058778516785331e-01,-7.350907047527952543e-01,8.524622849635170585e-01,3.268354679326108680e-01,9.035080057392244068e-01,-8.455618940081381929e-01,7.442097209303153438e-01,-5.207957131312190846e-01,3.222705007624147022e-01,1.795340193241969917e-01,8.376181201801011778e-01,-8.875047524896790829e-01,-4.594052131012045237e-01,-7.595532737003423129e-01,9.634720510099810120e-01,-7.475570216940801149e-01,9.456091508364394826e-02,9.708972340912920274e-01,-9.979293401735109814e-01,3.287670791064789544e-01,2.959684148454395647e-01,-6.936356249845521127e-02,-6.758869620101408682e-01,-5.899220182606104146e-01,4.017135929709840791e-01
3.950477978767257259e-01,7.575242618410549245e-01,-7.758813039213285911e-01,7.514826511650214425e-01,-1.046719017005397490e-01,8.028391599321582639e-01,-6.422027967566772411e-01,-2.283845478104000737e-01,9.524035468732809928e-01,1.000000000000000000e+00,-5.118309220416688010e-01,-5.786884957680098474e-01,2.661981382710290056e-01,3.134272474815815723e-01,-8.625780740538648850e-01,4.738023917751101877e-01,-3.376801026780711368e-01,-1.069516962352914380e-01,-2.004337415284096480e-02,6.368908309593224182e-02,7.940969204167980244e-01,4.945983011780483718e-01,7.555021345164867341e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,9.706953266443929529e-02,5.927910613748228474e-01,1.822210256206673318e-01,5.297685919401897703e-01,-8.769166085208859318e-01,8.524880074094216553e-01
-1.000000000000000000e+00,2.356138000038663360e-01,1.000000000000000000e+00,-4.728993910284984281e-02,2.615260154395591119e-01,1.680216284917814829e-01,-6.406893242247311271e-01,4.714761203381323540e-01,-8.447545847157011956e-01,8.079017058372639504e-02,1.000000000000000000e+00,-9.340736540761129802e-02,-4.862525200819867166e-03,1.000000000000000000e+00,-5.523975985819526979e-01,-1.619162391398605294e-01,-2.096639719483215369e-01,-2.886259853356545335e-01,9.224592490547549595e-01,-5.095324819901347890e-01,1.257376791754816203e-01,2.020194320397119547e-01,-4.521932554866658904e-01,-8.477233183104433412e-01,1.000000000000000000e+00,1.609145205159159264e-01,1.000000000000000000e+00,1.601974331218900538e-01,-1.000000000000000000e+00,9.825991757633361079e-01,-1.000000000000000000e+00,7.786263136511621941e-01
-1.791362919845929103e-01,6.115403310669058623e-01,-1.000000000000000000e+00,9.390937847358327151e-01,4.248314453109425237e-01,2.100781812564180839e-01,1.000000000000000000e+00,8.226569144324287208e-01,5.503249281105286883e-01,-1.000000000000000000e+00,-3.900691463119261293e-01,4.892890854591906979e-01,-3.951144474813685914e-01,1.389442292120739442e-01,-8.661782940147471077e-01,2.014493172297107115e-01,-3.934138145985295321e-01,-1.000000000000000000e+00,-9.090791980782757520e-01,-9.662556862433178129e-01,9.457236256022845122e-01,9.529189824085162464e-01,-1.319803443724758552e-01,-2.525965486629755397e-02,-4.001217306682216535e-01,-5.020239585262582516e-01,1.000000000000000000e+00,-2.316031648250815866e-01,4.576847703521400579e-01,8.936903307202712643e-01,-3.909085824374742835e-01,9.121151352614935703e-01
2.790963503709713578e-01,-1.000000000000000000e+00,-7.310463446792798692e-01,-9.267982559175542701e-01,-1.000000000000000000e+00,-9.884305190078346293e-01,-2.256736019736917953e-01,-5.669249496271120403e-01,-4.104760862851399850e-01,-4.178847600192643341e-01,-6.803001047492114317e-01,7.805489102764240350e-02,3.750328793752921719e-02,3.989193926327703199e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,-7.816152988871105656e-02,-7.600157301587362468e-02,1.000000000000000000e+00,1.423346560313973885e-01,3.613417477917038045e-01,-5.744794762761056273e-01,-1.000000000000000000e+00,-1.817175133098931639e-01,8.508930135561927344e-01,6.633358428712423649e-01,-7.975219532539488121e-01,-2.948452836419879208e-01,-5.589864227903751370e-03,8.491070967156144622e-01,2.182101524684700866e-01,-2.041729616078091780e-02
-7.058110326643078913e-01,-9.928102940831369239e-01,9.412613218746481714e-01,9.951457175934088628e-01,3.487752030209956278e-01,2.389996424718248136e-01,9.509632313928804148e-01,-4.199149298575868272e-01,-1.000000000000000000e+00,1.315649705067174491e-01,6.485146088028281852e-01,1.000000000000000000e+00,4.600480004155340641e-01,-4.566232637867573274e-01,-8.190596092502162584e-01,4.141095920307384937e-01,-5.434655732713689069e-02,6.764368275557846033e-01,7.701704127636701536e-01,2.932199965030275468e-01,3.810681274728842105e-01,-2.375503834856562690e-01,3.816154867507590698e-01,-4.838815706778782921e-01,-3.743035823577727239e-01,-8.953984516199193777e-01,-7.233552686935063036e-01,2.169764150048245632e-01,5.478881822234726862e-02,7.398808174324917886e-01,-4.211492163330532446e-01,1.579556865145950173e-01
3.385675022411056556e-01,-2.243442973567599807e-01,8.661838509431740718e-02,7.291651060133272910e-01,4.562672324242311728e-01,4.616302162621295224e-01,-9.756901568665234947e-01,-1.308373652933918496e-01,-2.237850858792456155e-01,-1.112108352044394177e-01,-8.637676066319726065e-01,-5.157212184774342401e-01,3.263835692104739561e-01,-4.218507914571165696e-01,5.278153727459009570e-01,3.103483739113499507e-01,8.934071266283163393e-01,6.384785268464721053e-01,1.000000000000000000e+00,2.975602066854698968e-01,-8.707666519714627462e-01,-7.854316491882351592e-02,1.166626056346959928e-01,-1.112229876708816789e-01,9.185002598753477798e-02,7.583681247362461519e-01,5.165532998081543425e-01,-7.829963342043144703e-01,3.382328460116788005e-01,-3.914091740375034156e-01,1.806767931514017267e-01,-2.505258493692639199e-01
9.521859055671151317e-01,6.514914197377279503e-01,1.000000000000000000e+00,3.738753262457354953e-01,2.809119571385014780e-01,-1.000000000000000000e+00,-4.444438927852802923e-01,5.636732694474400063e-03,-6.011827079917790861e-01,-1.186745361001526611e-01,4.509977496587007639e-01,-8.209648388970700594e-01,8.427507570977184059e-01,-3.500134765557130212e-01,9.813305244889325429e-02,5.125733557885858716e-01,-6.289835426791656747e-01,5.042313578015180653e-01,7.932333459148857013e-01,-9.657985028665097005e-01,-7.708940918642248619e-02,-3.022208868222646672e-01,-8.927670072456608263e-01,-5.360383448857930500e-01,-5.795511557339436681e-01,-1.000000000000000000e+00,3.644319904027395474e-01,6.322422234342095493e-02,5.508828257044284804e-02,-3.816480441087310993e-01,6.297340828515547440e-01,9.453484689692921439e-01
-8.546586560553179890e-01,-8.802263113048924836e-01,5.502063707040645291e-01,-6.385780742807933841e-02,-5.960991818985810209e-01,-8.691851357790667532e-01,2.086169787922456109e-01,5.217870693105439717e-01,3.426648190537822103e-01,-4.449128306552729839e-02,-2.072163659943595526e-01,-6.314122369974868310e-01,1.118413633881114588e-01,-4.501173427753646372e-02,-2.292609042356659188e-01,9.985965661326423604e-01,9.412872227620032728e-01,-1.418734118239712849e-01,9.404090273793075383e-01,-4.026988954042987068e-02,-9.533347894776265097e-01,3.740785454144228694e-01,-2.128586224398369975e-01,7.838192988376979642e-02,-2.058388873111871575e-02,5.557407812174051109e-01,-5.140703099075216720e-02,-3.504004356119982955e-01,-1.000000000000000000e+00,1.000000000000000000e+00,8.032489820134234293e-01,-9.327206335512514546e-01
-9.886879979799452212e-01,-6.372126683177623541e-01,-9.620819772683364413e-02,7.082551050646213042e-02,4.331346236547859441e-01,4.744463824812052977e-01,-9.994655368552181063e-01,-8.988142497845152956e-01,6.684428898532592811e-01,-9.505432941752862686e-01,2.533540979029573759e-01,-1.320513929784383755e-02,-7.037948350312275281e-01,5.396139098623082830e-01,-6.517671411465713049e-01,8.455588194789631640e-01,1.871297330922925273e-01,-6.430488631598463289e-01,1.484547438434375977e-01,5.711335381210207451e-01,-1.000000000000000000e+00,5.843146145059068264e-01,5.161454484145155952e-02,1.618752365353586242e-01,1.000000000000000000e+00,1.019871593878871607e-01,-8.831699285385912201e-01,7.448446573939413451e-01,-1.321191688412146625e-01,-2.693415781619814542e-01,-1.000000000000000000e+00,7.095087437333540414e-01
